id,chapter,model_name,gdp_rating,interest_rate_rating,inflation_rating,employment_rating,stock_market_rating,confidence_level,justification
1701,2024-07-16,1973-2-dallas,anthropic.claude-v2,gdp,0,Mock justification for gdp
1702,2024-07-16,1973-2-dallas,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1703,2024-07-16,1973-2-dallas,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1704,2024-07-16,1973-2-dallas,anthropic.claude-v2,employment,-1,Mock justification for employment
1705,2024-07-16,1973-2-dallas,anthropic.claude-v2,stock_market,0,Mock justification for stock_market
1706,2024-07-16,1973-2-dallas,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1707,2024-07-16,1973-2-dallas,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1708,2024-07-16,1973-2-dallas,ai21.j2-ultra-v1,inflation,-1,Mock justification for inflation
1709,2024-07-16,1973-2-dallas,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1710,2024-07-16,1973-2-dallas,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1711,2024-07-16,1973-2-kensas_city,anthropic.claude-v2,gdp,1,Mock justification for gdp
1712,2024-07-16,1973-2-kensas_city,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1713,2024-07-16,1973-2-kensas_city,anthropic.claude-v2,inflation,1,Mock justification for inflation
1714,2024-07-16,1973-2-kensas_city,anthropic.claude-v2,employment,1,Mock justification for employment
1715,2024-07-16,1973-2-kensas_city,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1716,2024-07-16,1973-2-kensas_city,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1717,2024-07-16,1973-2-kensas_city,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1718,2024-07-16,1973-2-kensas_city,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1719,2024-07-16,1973-2-kensas_city,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1720,2024-07-16,1973-2-kensas_city,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1721,2024-07-16,1973-2-minneapolis,anthropic.claude-v2,gdp,0,Mock justification for gdp
1722,2024-07-16,1973-2-minneapolis,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1723,2024-07-16,1973-2-minneapolis,anthropic.claude-v2,inflation,1,Mock justification for inflation
1724,2024-07-16,1973-2-minneapolis,anthropic.claude-v2,employment,1,Mock justification for employment
1725,2024-07-16,1973-2-minneapolis,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1726,2024-07-16,1973-2-minneapolis,ai21.j2-ultra-v1,gdp,1,Mock justification for gdp
1727,2024-07-16,1973-2-minneapolis,ai21.j2-ultra-v1,interest_rate,0,Mock justification for interest_rate
1728,2024-07-16,1973-2-minneapolis,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1729,2024-07-16,1973-2-minneapolis,ai21.j2-ultra-v1,employment,1,Mock justification for employment
1730,2024-07-16,1973-2-minneapolis,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1731,2024-07-16,1973-2-national_summary,anthropic.claude-v2,gdp,0,Mock justification for gdp
1732,2024-07-16,1973-2-national_summary,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1733,2024-07-16,1973-2-national_summary,anthropic.claude-v2,inflation,1,Mock justification for inflation
1734,2024-07-16,1973-2-national_summary,anthropic.claude-v2,employment,1,Mock justification for employment
1735,2024-07-16,1973-2-national_summary,anthropic.claude-v2,stock_market,0,Mock justification for stock_market
1736,2024-07-16,1973-2-national_summary,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1737,2024-07-16,1973-2-national_summary,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1738,2024-07-16,1973-2-national_summary,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1739,2024-07-16,1973-2-national_summary,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1740,2024-07-16,1973-2-national_summary,ai21.j2-ultra-v1,stock_market,0,Mock justification for stock_market
1741,2024-07-16,1973-2-new_york,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1742,2024-07-16,1973-2-new_york,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1743,2024-07-16,1973-2-new_york,anthropic.claude-v2,inflation,0,Mock justification for inflation
1744,2024-07-16,1973-2-new_york,anthropic.claude-v2,employment,1,Mock justification for employment
1745,2024-07-16,1973-2-new_york,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1746,2024-07-16,1973-2-new_york,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1747,2024-07-16,1973-2-new_york,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1748,2024-07-16,1973-2-new_york,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1749,2024-07-16,1973-2-new_york,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1750,2024-07-16,1973-2-new_york,ai21.j2-ultra-v1,stock_market,0,Mock justification for stock_market
1751,2024-07-16,1973-2-philadelphia,anthropic.claude-v2,gdp,0,Mock justification for gdp
1752,2024-07-16,1973-2-philadelphia,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1753,2024-07-16,1973-2-philadelphia,anthropic.claude-v2,inflation,1,Mock justification for inflation
1754,2024-07-16,1973-2-philadelphia,anthropic.claude-v2,employment,1,Mock justification for employment
1755,2024-07-16,1973-2-philadelphia,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1756,2024-07-16,1973-2-philadelphia,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1757,2024-07-16,1973-2-philadelphia,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1758,2024-07-16,1973-2-philadelphia,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1759,2024-07-16,1973-2-philadelphia,ai21.j2-ultra-v1,employment,1,Mock justification for employment
1760,2024-07-16,1973-2-philadelphia,ai21.j2-ultra-v1,stock_market,0,Mock justification for stock_market
1761,2024-07-16,1973-2-richmond,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1762,2024-07-16,1973-2-richmond,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1763,2024-07-16,1973-2-richmond,anthropic.claude-v2,inflation,0,Mock justification for inflation
1764,2024-07-16,1973-2-richmond,anthropic.claude-v2,employment,-1,Mock justification for employment
1765,2024-07-16,1973-2-richmond,anthropic.claude-v2,stock_market,0,Mock justification for stock_market
1766,2024-07-16,1973-2-richmond,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1767,2024-07-16,1973-2-richmond,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1768,2024-07-16,1973-2-richmond,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1769,2024-07-16,1973-2-richmond,ai21.j2-ultra-v1,employment,1,Mock justification for employment
1770,2024-07-16,1973-2-richmond,ai21.j2-ultra-v1,stock_market,0,Mock justification for stock_market
1771,2024-07-16,1973-2-san_francisco,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1772,2024-07-16,1973-2-san_francisco,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1773,2024-07-16,1973-2-san_francisco,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1774,2024-07-16,1973-2-san_francisco,anthropic.claude-v2,employment,1,Mock justification for employment
1775,2024-07-16,1973-2-san_francisco,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1776,2024-07-16,1973-2-san_francisco,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1777,2024-07-16,1973-2-san_francisco,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1778,2024-07-16,1973-2-san_francisco,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1779,2024-07-16,1973-2-san_francisco,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1780,2024-07-16,1973-2-san_francisco,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1781,2024-07-16,1973-2-st_louis,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1782,2024-07-16,1973-2-st_louis,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1783,2024-07-16,1973-2-st_louis,anthropic.claude-v2,inflation,1,Mock justification for inflation
1784,2024-07-16,1973-2-st_louis,anthropic.claude-v2,employment,1,Mock justification for employment
1785,2024-07-16,1973-2-st_louis,anthropic.claude-v2,stock_market,-1,Mock justification for stock_market
1786,2024-07-16,1973-2-st_louis,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1787,2024-07-16,1973-2-st_louis,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1788,2024-07-16,1973-2-st_louis,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1789,2024-07-16,1973-2-st_louis,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1790,2024-07-16,1973-2-st_louis,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1791,2024-07-16,1973-3-atlanta,anthropic.claude-v2,gdp,1,Mock justification for gdp
1792,2024-07-16,1973-3-atlanta,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1793,2024-07-16,1973-3-atlanta,anthropic.claude-v2,inflation,1,Mock justification for inflation
1794,2024-07-16,1973-3-atlanta,anthropic.claude-v2,employment,1,Mock justification for employment
1795,2024-07-16,1973-3-atlanta,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1796,2024-07-16,1973-3-atlanta,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1797,2024-07-16,1973-3-atlanta,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1798,2024-07-16,1973-3-atlanta,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1799,2024-07-16,1973-3-atlanta,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1800,2024-07-16,1973-3-atlanta,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1801,2024-07-16,1973-3-boston,anthropic.claude-v2,gdp,1,Mock justification for gdp
1802,2024-07-16,1973-3-boston,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1803,2024-07-16,1973-3-boston,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1804,2024-07-16,1973-3-boston,anthropic.claude-v2,employment,-1,Mock justification for employment
1805,2024-07-16,1973-3-boston,anthropic.claude-v2,stock_market,-1,Mock justification for stock_market
1806,2024-07-16,1973-3-boston,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1807,2024-07-16,1973-3-boston,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1808,2024-07-16,1973-3-boston,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1809,2024-07-16,1973-3-boston,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1810,2024-07-16,1973-3-boston,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1811,2024-07-16,1973-3-chicago,anthropic.claude-v2,gdp,1,Mock justification for gdp
1812,2024-07-16,1973-3-chicago,anthropic.claude-v2,interest_rate,-1,Mock justification for interest_rate
1813,2024-07-16,1973-3-chicago,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1814,2024-07-16,1973-3-chicago,anthropic.claude-v2,employment,0,Mock justification for employment
1815,2024-07-16,1973-3-chicago,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1816,2024-07-16,1973-3-chicago,ai21.j2-ultra-v1,gdp,1,Mock justification for gdp
1817,2024-07-16,1973-3-chicago,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1818,2024-07-16,1973-3-chicago,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1819,2024-07-16,1973-3-chicago,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1820,2024-07-16,1973-3-chicago,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1821,2024-07-16,1973-3-cleveland,anthropic.claude-v2,gdp,1,Mock justification for gdp
1822,2024-07-16,1973-3-cleveland,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1823,2024-07-16,1973-3-cleveland,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1824,2024-07-16,1973-3-cleveland,anthropic.claude-v2,employment,1,Mock justification for employment
1825,2024-07-16,1973-3-cleveland,anthropic.claude-v2,stock_market,-1,Mock justification for stock_market
1826,2024-07-16,1973-3-cleveland,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1827,2024-07-16,1973-3-cleveland,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1828,2024-07-16,1973-3-cleveland,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1829,2024-07-16,1973-3-cleveland,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1830,2024-07-16,1973-3-cleveland,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1831,2024-07-16,1973-3-dallas,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1832,2024-07-16,1973-3-dallas,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1833,2024-07-16,1973-3-dallas,anthropic.claude-v2,inflation,0,Mock justification for inflation
1834,2024-07-16,1973-3-dallas,anthropic.claude-v2,employment,1,Mock justification for employment
1835,2024-07-16,1973-3-dallas,anthropic.claude-v2,stock_market,0,Mock justification for stock_market
1836,2024-07-16,1973-3-dallas,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1837,2024-07-16,1973-3-dallas,ai21.j2-ultra-v1,interest_rate,0,Mock justification for interest_rate
1838,2024-07-16,1973-3-dallas,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1839,2024-07-16,1973-3-dallas,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1840,2024-07-16,1973-3-dallas,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1841,2024-07-16,1973-3-kensas_city,anthropic.claude-v2,gdp,1,Mock justification for gdp
1842,2024-07-16,1973-3-kensas_city,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1843,2024-07-16,1973-3-kensas_city,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1844,2024-07-16,1973-3-kensas_city,anthropic.claude-v2,employment,-1,Mock justification for employment
1845,2024-07-16,1973-3-kensas_city,anthropic.claude-v2,stock_market,-1,Mock justification for stock_market
1846,2024-07-16,1973-3-kensas_city,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1847,2024-07-16,1973-3-kensas_city,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1848,2024-07-16,1973-3-kensas_city,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1849,2024-07-16,1973-3-kensas_city,ai21.j2-ultra-v1,employment,1,Mock justification for employment
1850,2024-07-16,1973-3-kensas_city,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1851,2024-07-16,1973-3-minneapolis,anthropic.claude-v2,gdp,1,Mock justification for gdp
1852,2024-07-16,1973-3-minneapolis,anthropic.claude-v2,interest_rate,-1,Mock justification for interest_rate
1853,2024-07-16,1973-3-minneapolis,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1854,2024-07-16,1973-3-minneapolis,anthropic.claude-v2,employment,-1,Mock justification for employment
1855,2024-07-16,1973-3-minneapolis,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1856,2024-07-16,1973-3-minneapolis,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1857,2024-07-16,1973-3-minneapolis,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1858,2024-07-16,1973-3-minneapolis,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1859,2024-07-16,1973-3-minneapolis,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1860,2024-07-16,1973-3-minneapolis,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1861,2024-07-16,1973-3-national_summary,anthropic.claude-v2,gdp,1,Mock justification for gdp
1862,2024-07-16,1973-3-national_summary,anthropic.claude-v2,interest_rate,-1,Mock justification for interest_rate
1863,2024-07-16,1973-3-national_summary,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1864,2024-07-16,1973-3-national_summary,anthropic.claude-v2,employment,-1,Mock justification for employment
1865,2024-07-16,1973-3-national_summary,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1866,2024-07-16,1973-3-national_summary,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1867,2024-07-16,1973-3-national_summary,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1868,2024-07-16,1973-3-national_summary,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1869,2024-07-16,1973-3-national_summary,ai21.j2-ultra-v1,employment,1,Mock justification for employment
1870,2024-07-16,1973-3-national_summary,ai21.j2-ultra-v1,stock_market,0,Mock justification for stock_market
1871,2024-07-16,1973-3-new_york,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1872,2024-07-16,1973-3-new_york,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1873,2024-07-16,1973-3-new_york,anthropic.claude-v2,inflation,0,Mock justification for inflation
1874,2024-07-16,1973-3-new_york,anthropic.claude-v2,employment,1,Mock justification for employment
1875,2024-07-16,1973-3-new_york,anthropic.claude-v2,stock_market,0,Mock justification for stock_market
1876,2024-07-16,1973-3-new_york,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1877,2024-07-16,1973-3-new_york,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1878,2024-07-16,1973-3-new_york,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1879,2024-07-16,1973-3-new_york,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1880,2024-07-16,1973-3-new_york,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1881,2024-07-16,1973-3-philadelphia,anthropic.claude-v2,gdp,1,Mock justification for gdp
1882,2024-07-16,1973-3-philadelphia,anthropic.claude-v2,interest_rate,-1,Mock justification for interest_rate
1883,2024-07-16,1973-3-philadelphia,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1884,2024-07-16,1973-3-philadelphia,anthropic.claude-v2,employment,1,Mock justification for employment
1885,2024-07-16,1973-3-philadelphia,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1886,2024-07-16,1973-3-philadelphia,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1887,2024-07-16,1973-3-philadelphia,ai21.j2-ultra-v1,interest_rate,0,Mock justification for interest_rate
1888,2024-07-16,1973-3-philadelphia,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1889,2024-07-16,1973-3-philadelphia,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1890,2024-07-16,1973-3-philadelphia,ai21.j2-ultra-v1,stock_market,0,Mock justification for stock_market
1891,2024-07-16,1973-3-richmond,anthropic.claude-v2,gdp,1,Mock justification for gdp
1892,2024-07-16,1973-3-richmond,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1893,2024-07-16,1973-3-richmond,anthropic.claude-v2,inflation,1,Mock justification for inflation
1894,2024-07-16,1973-3-richmond,anthropic.claude-v2,employment,0,Mock justification for employment
1895,2024-07-16,1973-3-richmond,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1896,2024-07-16,1973-3-richmond,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1897,2024-07-16,1973-3-richmond,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1898,2024-07-16,1973-3-richmond,ai21.j2-ultra-v1,inflation,-1,Mock justification for inflation
1899,2024-07-16,1973-3-richmond,ai21.j2-ultra-v1,employment,1,Mock justification for employment
1900,2024-07-16,1973-3-richmond,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1901,2024-07-16,1973-3-san_francisco,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1902,2024-07-16,1973-3-san_francisco,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1903,2024-07-16,1973-3-san_francisco,anthropic.claude-v2,inflation,0,Mock justification for inflation
1904,2024-07-16,1973-3-san_francisco,anthropic.claude-v2,employment,1,Mock justification for employment
1905,2024-07-16,1973-3-san_francisco,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1906,2024-07-16,1973-3-san_francisco,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1907,2024-07-16,1973-3-san_francisco,ai21.j2-ultra-v1,interest_rate,1,Mock justification for interest_rate
1908,2024-07-16,1973-3-san_francisco,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1909,2024-07-16,1973-3-san_francisco,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1910,2024-07-16,1973-3-san_francisco,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1911,2024-07-16,1973-3-st_louis,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1912,2024-07-16,1973-3-st_louis,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1913,2024-07-16,1973-3-st_louis,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1914,2024-07-16,1973-3-st_louis,anthropic.claude-v2,employment,1,Mock justification for employment
1915,2024-07-16,1973-3-st_louis,anthropic.claude-v2,stock_market,-1,Mock justification for stock_market
1916,2024-07-16,1973-3-st_louis,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1917,2024-07-16,1973-3-st_louis,ai21.j2-ultra-v1,interest_rate,0,Mock justification for interest_rate
1918,2024-07-16,1973-3-st_louis,ai21.j2-ultra-v1,inflation,-1,Mock justification for inflation
1919,2024-07-16,1973-3-st_louis,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1920,2024-07-16,1973-3-st_louis,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1921,2024-07-16,1973-4-atlanta,anthropic.claude-v2,gdp,1,Mock justification for gdp
1922,2024-07-16,1973-4-atlanta,anthropic.claude-v2,interest_rate,-1,Mock justification for interest_rate
1923,2024-07-16,1973-4-atlanta,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1924,2024-07-16,1973-4-atlanta,anthropic.claude-v2,employment,-1,Mock justification for employment
1925,2024-07-16,1973-4-atlanta,anthropic.claude-v2,stock_market,0,Mock justification for stock_market
1926,2024-07-16,1973-4-atlanta,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1927,2024-07-16,1973-4-atlanta,ai21.j2-ultra-v1,interest_rate,0,Mock justification for interest_rate
1928,2024-07-16,1973-4-atlanta,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1929,2024-07-16,1973-4-atlanta,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1930,2024-07-16,1973-4-atlanta,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1931,2024-07-16,1973-4-boston,anthropic.claude-v2,gdp,1,Mock justification for gdp
1932,2024-07-16,1973-4-boston,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1933,2024-07-16,1973-4-boston,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1934,2024-07-16,1973-4-boston,anthropic.claude-v2,employment,-1,Mock justification for employment
1935,2024-07-16,1973-4-boston,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1936,2024-07-16,1973-4-boston,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1937,2024-07-16,1973-4-boston,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1938,2024-07-16,1973-4-boston,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1939,2024-07-16,1973-4-boston,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1940,2024-07-16,1973-4-boston,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1941,2024-07-16,1973-4-chicago,anthropic.claude-v2,gdp,1,Mock justification for gdp
1942,2024-07-16,1973-4-chicago,anthropic.claude-v2,interest_rate,-1,Mock justification for interest_rate
1943,2024-07-16,1973-4-chicago,anthropic.claude-v2,inflation,0,Mock justification for inflation
1944,2024-07-16,1973-4-chicago,anthropic.claude-v2,employment,1,Mock justification for employment
1945,2024-07-16,1973-4-chicago,anthropic.claude-v2,stock_market,1,Mock justification for stock_market
1946,2024-07-16,1973-4-chicago,ai21.j2-ultra-v1,gdp,0,Mock justification for gdp
1947,2024-07-16,1973-4-chicago,ai21.j2-ultra-v1,interest_rate,0,Mock justification for interest_rate
1948,2024-07-16,1973-4-chicago,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1949,2024-07-16,1973-4-chicago,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1950,2024-07-16,1973-4-chicago,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1951,2024-07-16,1973-4-cleveland,anthropic.claude-v2,gdp,1,Mock justification for gdp
1952,2024-07-16,1973-4-cleveland,anthropic.claude-v2,interest_rate,0,Mock justification for interest_rate
1953,2024-07-16,1973-4-cleveland,anthropic.claude-v2,inflation,0,Mock justification for inflation
1954,2024-07-16,1973-4-cleveland,anthropic.claude-v2,employment,-1,Mock justification for employment
1955,2024-07-16,1973-4-cleveland,anthropic.claude-v2,stock_market,-1,Mock justification for stock_market
1956,2024-07-16,1973-4-cleveland,ai21.j2-ultra-v1,gdp,1,Mock justification for gdp
1957,2024-07-16,1973-4-cleveland,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1958,2024-07-16,1973-4-cleveland,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1959,2024-07-16,1973-4-cleveland,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1960,2024-07-16,1973-4-cleveland,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1961,2024-07-16,1973-4-dallas,anthropic.claude-v2,gdp,1,Mock justification for gdp
1962,2024-07-16,1973-4-dallas,anthropic.claude-v2,interest_rate,1,Mock justification for interest_rate
1963,2024-07-16,1973-4-dallas,anthropic.claude-v2,inflation,-1,Mock justification for inflation
1964,2024-07-16,1973-4-dallas,anthropic.claude-v2,employment,0,Mock justification for employment
1965,2024-07-16,1973-4-dallas,anthropic.claude-v2,stock_market,0,Mock justification for stock_market
1966,2024-07-16,1973-4-dallas,ai21.j2-ultra-v1,gdp,-1,Mock justification for gdp
1967,2024-07-16,1973-4-dallas,ai21.j2-ultra-v1,interest_rate,-1,Mock justification for interest_rate
1968,2024-07-16,1973-4-dallas,ai21.j2-ultra-v1,inflation,0,Mock justification for inflation
1969,2024-07-16,1973-4-dallas,ai21.j2-ultra-v1,employment,0,Mock justification for employment
1970,2024-07-16,1973-4-dallas,ai21.j2-ultra-v1,stock_market,1,Mock justification for stock_market
1971,2024-07-16,1973-4-kensas_city,anthropic.claude-v2,gdp,-1,Mock justification for gdp
1972,2024-07-16,1973-4-kensas_city,anthropic.claude-v2,interest_rate,-1,Mock justification for interest_rate
1973,2024-07-16,1973-4-kensas_city,anthropic.claude-v2,inflation,1,Mock justification for inflation
1974,2024-07-16,1973-4-kensas_city,anthropic.claude-v2,employment,-1,Mock justification for employment
1975,2024-07-16,1973-4-kensas_city,anthropic.claude-v2,stock_market,-1,Mock justification for stock_market
1976,2024-07-16,1973-4-kensas_city,ai21.j2-ultra-v1,gdp,1,Mock justification for gdp
1977,2024-07-16,1973-4-kensas_city,ai21.j2-ultra-v1,interest_rate,0,Mock justification for interest_rate
1978,2024-07-16,1973-4-kensas_city,ai21.j2-ultra-v1,inflation,1,Mock justification for inflation
1979,2024-07-16,1973-4-kensas_city,ai21.j2-ultra-v1,employment,-1,Mock justification for employment
1980,2024-07-16,1973-4-kensas_city,ai21.j2-ultra-v1,stock_market,-1,Mock justification for stock_market
1981,2024-07-16,1973-4-minneapolis,anthropic.claude-v2,gdp,0,Mock justification for gdp
